title,description,action,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,film_noir,history,horror,music,musical,mystery,romance,sci_fi,short,sport,superhero,thriller,war,western,poster_path
Val,Documentary centering on the daily life of actor Val Kilmer featuring never-before-seen footage spanning 40 years.,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/documentary/val.jpg
Valkyrie,"A dramatization of the July 20, 1944 assassination and political coup plot by desperate renegade German Army officers against Adolf Hitler during World War II.",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,./data/history/valkyrie.jpg
Valley of the Dolls,Film version of Jacqueline Susann's best-selling novel chronicling the rise and fall of three young women in show business.,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,./data/music/valley_of_the_dolls.jpg
Vampire Academy,"In a world of privilege and glamour, two young women's friendship transcends their strikingly different classes as they prepare to complete their education and enter royal vampire society.",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/drama/vampire_academy.jpg
Vampirina,"""Vampirina"" tells the story of a young vampire girl who faces the joys and trials of being the new kid in town when her family moves from Transylvania to Pennsylvania.",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,./data/short/vampirina.jpg
Van Helsing,"The famed monster hunter is sent to Transylvania to stop Count Dracula, who is using Dr. Frankenstein's research and a werewolf for nefarious purposes.",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/action/van_helsing.jpg
Van der Valk,A Dutch detective takes on criminal cases in Amsterdam using insightful human observation and his natural street smarts.,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,./data/crime/van_der_valk.jpg
Vanilla Sky,A self-indulgent and vain publishing magnate finds his privileged life upended after a vehicular accident with a resentful lover.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,./data/romance/vanilla_sky.jpg
Vanity Fair,An adaptation of the 1848 novel by William Makepeace Thackeray.,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,./data/history/vanity_fair.jpg
"Vanity Fair: Killers Kill, Dead Men Die","The most ambitious portfolio in the thirteen-year history of Vanity Fair's Hollywood Issue, this year's homage to noir had its own dramatic imperatives.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,./data/short/vanity_fair__killers_kill__dead_men_die.jpg
Varsity Blues,A back-up quarterback is chosen to lead a Texas football team to victory after the star quarterback is injured.,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,./data/sport/varsity_blues.jpg
Vatican Girl: The Disappearance of Emanuela Orlandi,"A 15 year-old girl living in Vatican City, disappeared under mysterious circumstances that are believed to have involved the Vatican.",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,./data/documentary/vatican_girl__the_disappearance_of_emanuela_orlandi.jpg
Vegas,"Ralph Lamb, a former MP for the US Army, becomes sheriff. His brother, Jack, and his son, Dixon, are deputized. Meanwhile, Vincent Savino comes from Chicago to Vegas to run The Savoy hotel and casino.",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,./data/western/vegas.jpg
Velma,"The origin of the sleuth and member of the Mystery Inc. gang, Velma.",0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/adventure/velma.jpg
Velvet Goldmine,"In 1984, British journalist Arthur Stuart investigates the career of 1970s glam superstar Brian Slade, who was heavily influenced in his early years by hard-living and rebellious American singer Curt Wild.",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,./data/music/velvet_goldmine.jpg
Vengeance,A writer from New York City attempts to solve the murder of a girl he hooked up with and travels down south to investigate the circumstances of her death and discover what happened to her.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,./data/comedy/vengeance.jpg
Venom,"A failed reporter is bonded to an alien entity, one of many symbiotes who have invaded Earth. But the being takes a liking to Earth and decides to protect it.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,./data/sci_fi/venom.jpg
Venom 3,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,./data/superhero/venom_3.jpg
Venom: Let There Be Carnage,"Eddie Brock attempts to reignite his career by interviewing serial killer Cletus Kasady, who becomes the host of the symbiote Carnage and escapes prison after a failed execution.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,./data/sci_fi/venom__let_there_be_carnage.jpg
Vera,"With her caustic wit and singular charm, DCI Vera Stanhope leads her team as they face a series of captivating murder mysteries set against the breathtaking Northumberland landscape.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,./data/crime/vera.jpg
Veronica Mars,"After her best friend is murdered, and her father is removed as county Sheriff, Veronica Mars dedicates her life to cracking the toughest mysteries in the affluent town of Neptune.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,./data/crime/veronica_mars.jpg
Versailles,"In 1667, 28-year-old all-powerful king of France, Louis XIV, decides to build the greatest palace in the world - Versailles. But drained budget, affairs and political intrigues complicate things.",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,./data/biography/versailles.jpg
Vertigo,"A former San Francisco police detective juggles wrestling with his personal demons and becoming obsessed with the hauntingly beautiful woman he has been hired to trail, who may be deeply disturbed.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,./data/romance/vertigo.jpg
Vesper,"Struggling to survive with her father after the collapse of Earth's ecosystem, 13-year-old Vesper must use her wits, strength and bio-hacking abilities to fight for the future.",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,./data/adventure/vesper.jpg
Vice,"The story of Dick Cheney, an unassuming bureaucratic Washington insider, who quietly wielded immense power as Vice President to George W. Bush, reshaping the country and the globe in ways that are still felt today.",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/biography/vice.jpg
Vicki,The untimely murder of a New York glamor-girl sparks an investigation with an emotionally driven detective at the helm.,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/film_noir/vicki.jpg
Vicky Cristina Barcelona,"Two friends on a summer holiday in Spain become enamored with the same painter, unaware that his ex-wife, with whom he has a tempestuous relationship, is about to re-enter the picture.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,./data/romance/vicky_cristina_barcelona.jpg
Victoria,"The early life of Queen Victoria, from her ascension to the throne at the tender age of 18 to her courtship and marriage to Prince Albert.",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,./data/biography/victoria.jpg
Victorious,Aspiring singer Tori Vega navigates life while attending a performing arts high school called Hollywood Arts.,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,./data/family/victorious.jpg
Victory,"As allied P.O.W.s prepare for a soccer game against the German National Team to be played in Nazi-occupied Paris, the French Resistance and British officers are making plans for the team's escape.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,./data/sport/victory.jpg
Vienna Blood,"Max Liebermann, a medical student and protegé of Sigmund Freud, helps Detective Rheinhardt in the investigation of a series of disturbing murders around 1900s Vienna.",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,./data/history/vienna_blood.jpg
Vikingane,Viking life at the close of the 8th century.,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,./data/history/vikingane.jpg
Vikings,"Vikings transports us to the brutal and mysterious world of Ragnar Lothbrok, a Viking warrior and farmer who yearns to explore--and raid--the distant shores across the ocean.",1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,./data/action/vikings.jpg
Vikings Season 3: Heavy Is the Head -the Politics of King Ragnar's Rule,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,./data/documentary/vikings_season_3__heavy_is_the_head__the_politics_of_king_ragnar_s_rule.jpg
Vikings: The Viking Sagas,"Viking Ragnar Lothbrok is a young farmer and family man who is frustrated by the policies of Earl Haraldson, his local chieftain who sends his Viking raiders east to the Baltic states and Russia, whose residents are as poor as the Norsemen. Ragnar wants to head west, across the ocean, to discover new civilizations. With assistance from his friend Floki, Ragnar builds ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,./data/short/vikings__the_viking_sagas.jpg
Vikings: Valhalla,"Follow-up series to 'Vikings' set 100 years afterward and centering on the adventures of Leif Erikson, Freydis, Harald Hardrada and the Norman King William the Conqueror.",1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,./data/action/vikings__valhalla.jpg
Vikram Vedha,A tough police officer sets out to track down and kill an equally tough gangster.,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,./data/action/vikram_vedha.jpg
Villainous,"The show follows the misadventures of the infamous Black Hat, a vulgar and sharply dressed narcissistic inhuman fiend who does his part to make the world a little more vile and its heroes a little more dead. Aiding him (with varying degrees of consent) are his cohorts, meek scientist Dr. Flug, the neurotic and adorably failed bestial genetic experiment 5.0.5, and his ...",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,./data/short/villainous.jpg
Vincent,Young Vincent Malloy dreams of being just like Vincent Price and loses himself in macabre daydreams which annoys his mother.,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,./data/short/vincent.jpg
Vinland Saga,Thorfinn pursues a journey with his father's killer in order to take revenge and end his life in a duel as an honorable warrior and pay his father a homage.,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,./data/animation/vinland_saga.jpg
Vinyl,A New York music executive in the 1970s hustles to make a career out of the city's diverse music scene.,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,./data/music/vinyl.jpg
Violent Night,"When a group of mercenaries attack the estate of a wealthy family, Santa Claus must step in to save the day (and Christmas).",1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,./data/action/violent_night.jpg
Violent Saturday,"Three men case a small town very carefully, with plans to rob the bank on the upcoming Saturday, which turns violent and deadly.",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/film_noir/violent_saturday.jpg
Virgin River,"Seeking a fresh start, nurse practitioner Melinda Monroe moves from Los Angeles to a remote Northern California town and is surprised by what and who she finds.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,./data/romance/virgin_river.jpg
Virgin Territory,Young Florentines take refuge from the black plague and engage in bawdy adventures and lusty exchanges.,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,./data/history/virgin_territory.jpg
Vision Quest,"A high school wrestler in Spokane, Washington has trouble focusing on his training regimen when a beautiful young drifter takes up temporary residence at his home.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,./data/sport/vision_quest.jpg
Vivo,"Vivo, Sony Pictures Animation's first-ever musical adventure featuring all-new original songs from Lin-Manuel Miranda, will take audiences on an epic adventure to gorgeous and vibrant locations never before seen in animation.",0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,./data/musical/vivo.jpg
Vlihi,"Silent short film, set on the Greek Cycladic island of Tenos. A woman in black is mourning inside a simple house. Reality blends with dreamy imagination, and tradition with insidious desires.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,./data/short/vlihi.jpg
Vox Lux,An unusual set of circumstances brings unexpected success to a pop star.,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,./data/music/vox_lux.jpg
Voy a pasármelo bien,"David and Layla, two teenagers who really like ""Hombres G"" and they like each other too, but everything he does to win her over ends badly. Thirty years later they meet again and realize that the feelings have not completely disappeared.",0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,./data/musical/voy_a_pasármelo_bien.jpg
WALL·E,"In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/animation/wall_e.jpg
WWE Raw,"The superstars of World Wrestling Entertainment's ""RAW"" brand collide each and every week on WWE Monday Night.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,./data/sport/wwe_raw.jpg
Wagon Train,"Stories of the journeys of a wagon train as it leaves post-Civil War Missouri on its way to California through the plains, deserts, and Rocky Mountains.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,./data/western/wagon_train.jpg
Wahl Street,An intimate day-to-day look at how Mark Wahlberg manages his growing business ventures against his rigorous film schedule.,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/documentary/wahl_street.jpg
Wake Up,A woman is forced to rediscover her humanity in an increasingly digital world.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,./data/short/wake_up.jpg
Walk Hard: The Dewey Cox Story,Singer Dewey Cox overcomes adversity to become a musical legend.,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,./data/music/walk_hard__the_dewey_cox_story.jpg
Walk the Dark Street,A big-game hunter seeks revenge upon the Army officer whom he believes caused the death of his brother.,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/film_noir/walk_the_dark_street.jpg
Walk the Line,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins.",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,./data/biography/walk_the_line.jpg
Walker,"A widowed father returns to Austin after one year, attempting to reconnect with his children, navigate clashes with his family, and find common ground with his new partner, while growing increasingly suspicious of his wife's death.",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,./data/action/walker.jpg
"Walker, Texas Ranger",Walker and his partner Trivette are Texas Rangers. They make it their business to battle crime in Dallas and all around the Great State of Texas.,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,./data/western/walker__texas_ranger.jpg
Walker: Independence,"Abby Walker's husband is murdered before her eyes. On her quest for revenge, Abby crosses paths with Hoyt Rawlins. Abby and Hoyt's journey takes them to Independence, Texas, where they encounter residents running from their own pasts.",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,./data/action/walker__independence.jpg
WandaVision,"Blends the style of classic sitcoms with the MCU, in which Wanda Maximoff and Vision - two super-powered beings living their ideal suburban lives - begin to suspect that everything is not as it seems.",1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,./data/action/wandavision.jpg
Wanted,"A frustrated office worker discovers that he is the son of a professional assassin, and that he shares his father's superhuman killing abilities.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,./data/superhero/wanted.jpg
Wanted: Dead or Alive,A Civil War veteran with a sawed-off rifle as a holstered weapon makes a living as a bounty hunter in the Wild West of the 1870s.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,./data/western/wanted__dead_or_alive.jpg
War & Peace,"As the Russian conflict with Napoleon reaches its peak, five aristocratic families face the possibility of their lives being changed forever.",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,./data/history/war___peace.jpg
War Dogs,"Loosely based on the true story of two young men, David Packouz and Efraim Diveroli, who won a three hundred million dollar contract from the Pentagon to arm America's allies in Afghanistan.",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,./data/biography/war_dogs.jpg
War Horse,Young Albert enlists to serve in World War I after his beloved horse is sold to the cavalry. Albert's hopeful journey takes him out of England and to the front lines as the war rages on.,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,./data/history/war_horse.jpg
War Machine,"An idiosyncratic general confronts opposition from enemies, allies, and bureaucrats while leading a massive rebuilding operation in Afghanistan.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,./data/war/war_machine.jpg
War of the Worlds,"Set in contemporary France, this Anglo-French reimagining of H. G. Wells' classic in the style of Walking Dead follows pockets of survivors forced to team up after an apocalyptic extra-terrestrial strike.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,./data/drama/war_of_the_worlds.jpg
Warlock,"A famous gunman becomes the marshal of Warlock to end a gang's rampages, but is met with some opposition by a former gang member turned deputy sheriff who wants to follow only legal methods.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,./data/western/warlock.jpg
Warrior,"During the Tong Wars in the late 1800s, Ah Sahm, a martial arts prodigy from China, immigrates to San Francisco and becomes a hatchet man for the most powerful tong in Chinatown.",1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,./data/history/warrior.jpg
Warrior Nun,"After waking up in a morgue, an orphaned teen discovers she now possesses superpowers as the chosen Halo Bearer for a secret sect of demon-hunting nuns.",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/fantasy/warrior_nun.jpg
Watcher,"A young American woman moves with her husband to Bucharest, and begins to suspect that a stranger who watches her from the apartment building across the street may be a local serial killer decapitating women.",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,./data/drama/watcher.jpg
Watchmen,"In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,./data/action/watchmen.jpg
Waves,"Traces the journey of a suburban family - led by a well-intentioned but domineering father - as they navigate love, forgiveness, and coming together in the aftermath of a loss.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,./data/sport/waves.jpg
Wayne's World,Two slacker friends try to promote their public-access cable show.,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,./data/music/wayne_s_world.jpg
We Are Marshall,"When a plane crash claims the lives of members of the Marshall University football team and some of its fans, the team's new coach and his surviving players try to keep the football program alive.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,./data/sport/we_are_marshall.jpg
We Are Your Friends,"Caught between a forbidden romance and the expectations of his friends, aspiring DJ Cole Carter attempts to find the path in life that leads to fame and fortune.",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,./data/music/we_are_your_friends.jpg
We Can Be Heroes,"When alien invaders capture the Earth's superheroes, their kids must learn to work together to save their parents- and the planet.",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,./data/superhero/we_can_be_heroes.jpg
We Own This City,Tells the story of the rise and fall of the Baltimore Police Department's Gun Trace Task Force and the corruption surrounding it.,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/biography/we_own_this_city.jpg
We Summon the Darkness,"Three best friends embark on a road trip to a heavy-metal show, where they bond with three aspiring musicians and head off to one of the girls' country home for an after-party.",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,./data/music/we_summon_the_darkness.jpg
We Were Soldiers,"The story of the first major battle of the American phase of the Vietnam War, and the soldiers on both sides that fought it, while their wives wait nervously and anxiously at home for the good news or the bad news.",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,./data/history/we_were_soldiers.jpg
We Wish You a Married Christmas,"It follows a married couple having a hard time connecting. To try to reconnect, they check into a cozy inn in a small town during the holiday season.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,./data/romance/we_wish_you_a_married_christmas.jpg
WeCrashed,"The greed-filled rise and inevitable fall of WeWork, one of the world's most valuable startups, and the narcissists whose chaotic love made it all possible.",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/biography/wecrashed.jpg
Wedding Crashers,"John Beckwith and Jeremy Grey, a pair of committed womanizers who sneak into weddings to take advantage of the romantic tinge in the air, find themselves at odds with one another when John meets and falls for Claire Cleary.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,./data/comedy/wedding_crashers.jpg
Wednesday,"Follows Wednesday Addams' years as a student, when she attempts to master her emerging psychic ability, thwart and solve the mystery that embroiled her parents.",0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,./data/comedy/wednesday.jpg
Weird Science,"Two high-school nerds use a computer program to literally create the perfect woman, who promptly turns their lives upside-down.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,./data/romance/weird_science.jpg
Weird: The Al Yankovic Story,"Explores every facet of Yankovic's life, from his meteoric rise to fame with early hits like 'Eat It' and 'Like a Surgeon' to his torrid celebrity love affairs and famously depraved lifestyle.",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,./data/biography/weird__the_al_yankovic_story.jpg
Welcome to Chippendales,"The origin story of Somen ""Steve"" Banerjee, an Indian American entrepreneur who started the stripper troupe, Chippendales.",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/biography/welcome_to_chippendales.jpg
Welcome to Wrexham,"Docuseries chronicling the purchase and stewardship of Wrexham AFC, one of professional football's oldest clubs, by two Hollywood actors, Ryan Reynolds and Rob McElhenney.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,./data/documentary/welcome_to_wrexham.jpg
Wendell & Wild,"Two scheming demon brothers, Wendell and Wild, enlist the aid of 13-year-old Kat Elliot to summon them to the Land of the Living.",0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/animation/wendell___wild.jpg
Went the Day Well?,An English village is occupied by disguised German paratroopers as an advance post for a planned invasion.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,./data/war/went_the_day_well_.jpg
Werewolf Women of the S.S.,"Rob Zombie's fake trailer for ""Grindhouse"" is a sendup of 1970s Nazisploitation films.",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,./data/short/werewolf_women_of_the_s_s_.jpg
Werewolf by Night,Follows a lycanthrope superhero who fights evil using the abilities given to him by a curse brought on by his bloodline.,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,./data/action/werewolf_by_night.jpg
West Side Story,"An adaptation of the 1957 musical, West Side Story explores forbidden love and the rivalry between the Jets and the Sharks, two teenage street gangs of different ethnic backgrounds.",0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,./data/musical/west_side_story.jpg
Westworld,"At the intersection of the near future and the reimagined past, waits a world in which every human appetite can be indulged without consequence.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,./data/drama/westworld.jpg
What If...?,"Exploring pivotal moments from the Marvel Cinematic Universe and turning them on their head, leading the audience into uncharted territory.",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,./data/animation/what_if____.jpg
What Is a Woman?,"Political commentator Matt Walsh explores the changing concepts of sex and gender in the digital age, particularly the transgender rights movement, transphobia, and what it means to be a woman.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/documentary/what_is_a_woman_.jpg
What We Do in the Shadows,"A look into the daily (or rather, nightly) lives of four vampires, who've lived together for over 100 years, on Staten Island.",0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,./data/comedy/what_we_do_in_the_shadows.jpg
What We Do in the Shadows: Interviews with Some Vampires,Three male vampires who share an apartment are interviewed by a TV crew.,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,./data/short/what_we_do_in_the_shadows__interviews_with_some_vampires.jpg
What's Love Got to Do with It,"The story of singer Tina Turner's rise to stardom and how she gained the courage to break free from her abusive husband, Ike Turner.",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,./data/music/what_s_love_got_to_do_with_it.jpg
Wheeler Dealers,Car enthusiast Mike Brewer teams up with mechanics to repair and restore classic cars in order to resell them.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/documentary/wheeler_dealers.jpg
When Calls the Heart,"Elizabeth Thatcher, a young school teacher from a wealthy Eastern family, migrates from the big city to teach school in a small coal mining town in the west.",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,./data/history/when_calls_the_heart.jpg
When Harry Met Sally...,"Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,./data/romance/when_harry_met_sally___.jpg
When They See Us,Five teens from Harlem become trapped in a nightmare when they're falsely accused of a brutal attack in Central Park. Based on the true story.,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,./data/biography/when_they_see_us.jpg
Where Eagles Dare,"Allied agents stage a daring raid on a castle where the Nazis are holding American brigadier general George Carnaby prisoner, but that's not all that's really going on.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,./data/war/where_eagles_dare.jpg
Where the Crawdads Sing,A woman who raised herself in the marshes of the Deep South becomes a suspect in the murder of a man with whom she was once involved.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,./data/drama/where_the_crawdads_sing.jpg
Where the Sidewalk Ends,Det. Sgt. Mark Dixon wants to be something his old man wasn't: a guy on the right side of the law. Will Dixon's vicious nature get the better of him?,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/film_noir/where_the_sidewalk_ends.jpg
