title,description,action,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,film_noir,history,horror,music,musical,mystery,romance,sci_fi,short,sport,superhero,thriller,war,western,poster_path,descr_action,descr_adventure,descr_animation,descr_biography,descr_comedy,descr_crime,descr_documentary,descr_drama,descr_family,descr_fantasy,descr_film_noir,descr_history,descr_horror,descr_music,descr_musical,descr_mystery,descr_romance,descr_sci_fi,descr_short,descr_sport,descr_superhero,descr_thriller,descr_war,descr_western,label_action,label_adventure,label_animation,label_biography,label_comedy,label_crime,label_documentary,label_drama,label_family,label_fantasy,label_film_noir,label_history,label_horror,label_music,label_musical,label_mystery,label_romance,label_sci_fi,label_short,label_sport,label_superhero,label_thriller,label_war,label_western
Moon Lovers: Scarlet Heart Ryeo,Korean melodramatic adaptation of Chinese drama Startling by Each Step (2011) follows a woman who travels back in time to the Goryeo Dynasty of Korea whenever a total eclipse of the sun took place.,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,./data/posters/history/moon_lovers__scarlet_heart_ryeo.jpg,-1.5088305,-2.046313,-2.3284392,-3.3846102,-1.5195214,-3.5151756,-1.8765562,-0.7559295,-3.6606052,-2.0478628,-5.4316278,-2.862987,-3.5854962,-5.810759,-5.53403,-3.476903,-3.1094832,-2.8746755,-0.31675932,-3.610522,-4.28777,-3.7604659,-4.776304,-4.3696404,-3.4752345,-3.8725433,-4.1043954,-2.7358263,-1.8897171,-2.1911736,-0.557797,-0.7445534,-3.8076634,-2.7134743,-3.0331836,-2.7059362,-0.82609326,-3.0710678,-4.829542,-1.6206857,-2.4830997,-2.6883132,-1.6882854,-4.4115715,-4.43797,-1.8140303,-3.8415341,-4.2462254
M3GAN,A robotics engineer at a toy company builds a life-like doll that begins to take on a life of its own.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,./data/posters/horror/m3gan.jpg,-1.8216605,-1.7187558,-1.6835607,-4.1523757,-1.0746907,-4.3363457,-2.1817741,-1.866103,-3.3853042,-2.4925106,-6.087848,-4.1161,-2.9017713,-5.772411,-5.5788703,-3.7397094,-3.6458652,-2.168712,-0.0779002,-3.4562228,-4.235355,-3.7904427,-5.4623656,-4.3633857,-3.4403942,-3.8722374,-4.09946,-2.660482,-1.8776733,-2.1483402,-0.5574562,-0.71068627,-3.7863293,-2.7209153,-2.9809415,-2.6530902,-0.8264257,-3.0488815,-4.8084564,-1.6078715,-2.4704084,-2.6622524,-1.6970345,-4.348729,-4.4109397,-1.7876203,-3.7884152,-4.2126865
The Outsider,Investigators are confounded over an unspeakable crime that has been committed.,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,./data/posters/crime/the_outsider.jpg,-1.4585991,-2.3884475,-2.5653565,-3.222388,-1.770984,-2.005391,-1.4723837,-0.8769643,-4.0663075,-2.4500964,-4.6922317,-3.152436,-2.9854143,-6.1474624,-5.8804364,-2.5475874,-3.6302304,-2.486963,-0.49403322,-3.554348,-3.8742387,-2.8767307,-4.8851075,-4.1875324,-3.5245311,-3.8382385,-3.9802406,-2.8086567,-1.7285773,-2.2396145,-0.5511522,-0.88790184,-3.6928582,-2.7204313,-3.1747203,-2.8321493,-0.84892803,-2.8913035,-4.696617,-1.7426738,-2.4826622,-2.7201896,-1.6163138,-4.4470396,-4.4499974,-1.9214423,-3.9439662,-4.256062
The End of the F***ing World,"James is 17 and is pretty sure he is a psychopath. Alyssa, also 17, is the cool and moody new girl at school. The pair make a connection and she persuades him to embark on a road trip in search of her real father.",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,./data/posters/adventure/the_end_of_the_f___ing_world.jpg,-2.106549,-2.2358563,-2.0838757,-3.598244,-0.59246075,-3.8749523,-2.613919,-0.95408154,-3.1531513,-2.4031947,-5.5240345,-3.7609148,-3.7951663,-5.867829,-5.418141,-3.8740125,-2.7175388,-3.3033147,-0.25487265,-3.0322292,-4.559324,-4.2060018,-5.37697,-3.9330835,-3.5530984,-3.8400083,-3.949016,-2.8519335,-1.6787181,-2.2498813,-0.51148057,-0.96011287,-3.670924,-2.7189648,-3.208275,-2.8870578,-0.84566015,-2.8611972,-4.66988,-1.7761742,-2.4934483,-2.734858,-1.5802224,-4.440176,-4.458583,-1.9493676,-3.9852126,-4.252952
The Ex-Wife,"Tasha has the perfect house, a loving husband and a beautiful little girl. Her life could be perfect if it wasn't for Jen, her husband's ex-wife who just won't leave them alone.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,./data/posters/drama/the_ex_wife.jpg,-2.00232,-2.24449,-2.384423,-3.3801105,-0.9690262,-3.7873707,-2.5530534,-0.20725442,-3.183425,-1.9406921,-5.189898,-3.474498,-3.4890873,-5.796555,-5.3131385,-3.5080125,-2.1143532,-2.995556,-0.2970965,-3.2820756,-4.400417,-3.8546915,-5.085518,-3.7890122,-3.5489993,-3.8615754,-4.0024567,-2.8128278,-1.7310677,-2.243216,-0.56693244,-0.87045956,-3.7051392,-2.740377,-3.1791282,-2.848086,-0.8698468,-2.9013965,-4.711936,-1.7512013,-2.469684,-2.7447135,-1.6349128,-4.463764,-4.477826,-1.936314,-3.9571247,-4.2786756
Frank,"Jon, a young wanna-be musician, discovers he's bitten off more than he can chew when he joins an eccentric pop band led by the mysterious and enigmatic Frank.",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,./data/posters/music/frank.jpg,-2.6365209,-2.3605459,-2.1021056,-4.035076,-0.35193878,-4.317212,-2.9455564,-1.9630882,-3.4516985,-3.5800664,-6.903112,-4.41004,-4.5620255,-2.7778993,-4.434526,-5.2503514,-3.962943,-4.583742,-1.3448654,-4.409337,-5.219034,-5.283047,-6.2077937,-4.5894666,-3.4882097,-3.919802,-4.146468,-2.6335194,-1.8752793,-2.153017,-0.54599917,-0.68696123,-3.8164937,-2.778121,-3.0123734,-2.6414165,-0.89276266,-3.016236,-4.8115497,-1.663167,-2.4740572,-2.7192922,-1.7109028,-4.3607044,-4.47072,-1.8461419,-3.8012137,-4.2183557
A Double Life,"A celebrated actor struggles to distinguish his own life from that of his most recent stage role, Othello.",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/posters/film_noir/a_double_life.jpg,-1.3689988,-2.132879,-2.497158,-3.0591295,-1.3475083,-3.1387286,-2.1012304,-0.40906277,-3.6084585,-2.2053514,-4.9878407,-2.7704778,-3.704623,-5.714695,-5.4192157,-3.3710914,-2.891826,-2.7952712,-0.5372779,-3.157387,-4.1374226,-3.5622423,-4.6023088,-4.0626836,-3.5251775,-3.829446,-3.9697444,-2.8294587,-1.725793,-2.2399457,-0.5378349,-0.90246,-3.683208,-2.7064822,-3.1693025,-2.8493388,-0.83397233,-2.8915746,-4.6915903,-1.7342021,-2.4787424,-2.7053056,-1.6071829,-4.447298,-4.435323,-1.9168371,-3.9518642,-4.2559495
The Lost City,A reclusive romance novelist on a book tour with her cover model gets swept up in a kidnapping attempt that lands them both in a cutthroat jungle adventure.,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,./data/posters/action/the_lost_city.jpg,-1.0482793,-1.3735459,-2.0438995,-3.3954566,-1.5384523,-3.3582134,-2.2312741,-1.0876379,-3.5127196,-2.4059558,-5.6033897,-2.923334,-3.764527,-5.9735,-5.629788,-3.674748,-3.3288474,-3.0986977,-0.57731205,-3.5891483,-4.1367044,-3.79901,-4.814339,-3.5968807,-3.5266182,-3.8234937,-3.9586167,-2.8316035,-1.7180792,-2.252825,-0.52106285,-0.92697555,-3.6794405,-2.71041,-3.1960533,-2.8338208,-0.84480053,-2.874325,-4.678082,-1.7617397,-2.4945471,-2.7191658,-1.5899315,-4.449892,-4.4436026,-1.9409142,-3.9556417,-4.2396016
Snatch,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/posters/comedy/snatch.jpg,-0.8524842,-2.2100196,-2.5638769,-2.7190306,-1.2665607,-1.9501911,-2.679235,-0.6286856,-3.6992629,-3.0633473,-4.581549,-2.975334,-4.250989,-6.1201377,-5.6881046,-3.596861,-3.2328563,-3.4509146,-1.1268424,-2.3860683,-4.11151,-3.3754382,-4.9430246,-3.2529554,-3.495068,-3.9140408,-4.1133013,-2.688539,-1.8558847,-2.1352253,-0.5391758,-0.7412005,-3.8030047,-2.748763,-2.9985185,-2.693896,-0.8398926,-3.0360434,-4.81469,-1.6310414,-2.4941747,-2.7064357,-1.6924543,-4.379158,-4.45073,-1.8167094,-3.839451,-4.231714
The Bob's Burgers Movie,"The Belchers try to save the restaurant from closing as a sinkhole forms in front of it, while the kids try to solve a mystery that could save their family's restaurant.",0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,./data/posters/musical/the_bob_s_burgers_movie.jpg,-2.0587795,-1.8999668,-1.8613137,-3.789911,-0.93661153,-3.6970391,-1.8945017,-1.4405731,-3.216644,-2.338925,-5.5239077,-3.7140064,-3.371999,-5.786838,-5.355661,-3.559362,-3.3487155,-2.7706912,-0.10814997,-3.4873033,-4.3301134,-3.9188893,-5.5123796,-4.215962,-3.5741708,-3.7765758,-3.8664637,-2.9073863,-1.6298665,-2.3334675,-0.48876122,-1.0408565,-3.6023107,-2.681335,-3.327867,-2.877883,-0.86296296,-2.79307,-4.6032248,-1.8435673,-2.5053155,-2.7561777,-1.487394,-4.4579062,-4.457783,-2.0512598,-4.005346,-4.2472596
The Cowboys,Rancher Wil Andersen is forced to hire inexperienced boys as cowhands in order to get his herd to market on time but the rough drive is full of dangers and a gang of cattle rustlers is trailing them.,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,./data/posters/western/the_cowboys.jpg,-2.378859,-1.7284423,-2.4560819,-3.51291,-1.8548476,-3.602884,-2.32159,-1.2997975,-3.7178218,-3.720688,-5.261243,-3.6145258,-4.1304507,-6.075128,-5.7423186,-4.2307167,-3.4055214,-3.6471252,-0.91182226,-3.6376693,-5.2419147,-4.1260176,-5.53795,-1.6783466,-3.5245833,-3.8415635,-3.983127,-2.8180861,-1.7198802,-2.2361648,-0.54066086,-0.9140259,-3.705564,-2.739582,-3.1918197,-2.8479576,-0.8600453,-2.9060209,-4.707056,-1.757718,-2.5084703,-2.7356818,-1.6125029,-4.445275,-4.4600134,-1.9375175,-3.9554257,-4.2305007
Hiking with Kevin,"Former Saturday Night Live star and SNL Weekend Update anchor Kevin Nealon's do-it-yourself comedy web talk show for his YouTube channel. Each episode, he takes a famous guest hiking and interviews them at their most frank and tired.",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,./data/posters/short/hiking_with_kevin.jpg,-2.413117,-2.562756,-2.1373978,-3.620307,-0.63358206,-3.3448358,-1.4279066,-1.8777819,-3.488402,-2.738285,-5.448479,-3.642941,-3.5936394,-5.544916,-5.4321303,-3.7683523,-3.5374885,-3.2130027,0.16967437,-3.3479478,-4.4278646,-4.0370164,-5.454429,-4.4428096,-3.5337698,-3.8924847,-4.063788,-2.7671473,-1.7612333,-2.1775658,-0.46506774,-0.87489057,-3.757699,-2.7569718,-3.0841665,-2.782009,-0.8800536,-2.9670942,-4.760098,-1.7157394,-2.5119576,-2.7238836,-1.6244699,-4.3575706,-4.454007,-1.9031597,-3.9106026,-4.223184
Star Wars: Episode VI - Return of the Jedi,"After a daring mission to rescue Han Solo from Jabba the Hutt, the Rebels dispatch to Endor to destroy the second Death Star. Meanwhile, Luke struggles to help Darth Vader back from the dark side without falling into the Emperor's trap.",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/posters/fantasy/star_wars__episode_vi___return_of_the_jedi.jpg,-0.981618,-1.3901131,-2.3904898,-3.6717837,-1.9447007,-3.7381446,-2.235382,-0.944299,-3.7658432,-2.271351,-5.694425,-2.9826562,-3.8101873,-6.3204713,-5.9813256,-3.6551971,-3.5247064,-2.6628015,-0.75747585,-3.9031367,-4.2865577,-3.7589855,-4.8502173,-3.8691204,-3.4286404,-3.6449893,-3.7470908,-3.044855,-1.5976027,-2.3994515,-0.479326,-1.2016616,-3.5521688,-2.6097593,-3.4443722,-2.9590719,-0.8284911,-2.9030533,-4.6262026,-1.8768625,-2.6207066,-2.6824148,-1.424942,-4.435854,-4.3725777,-2.053572,-4.0455937,-4.300841
Lured,British police are after a serial killer who lures his female victims through newspaper personal ads and sends cryptic-poem clues to the cops.,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,./data/posters/film_noir/lured.jpg,-0.9434851,-2.7617366,-2.9858541,-3.5268748,-1.6012205,-1.3516088,-2.1995924,-0.7531354,-4.4786544,-2.688355,-4.8235598,-3.2145448,-2.9637632,-6.6243863,-6.3743615,-2.284111,-3.812442,-2.7368555,-0.8889263,-3.911245,-3.625665,-2.3135219,-4.471192,-4.319841,-3.498271,-3.9168894,-4.1337185,-2.6570363,-1.8723341,-2.1409235,-0.5504697,-0.6932503,-3.8056178,-2.744515,-2.9753833,-2.6662452,-0.8511722,-3.0194314,-4.8053455,-1.6256101,-2.455414,-2.7000349,-1.7075104,-4.3702345,-4.4526978,-1.8127451,-3.8158731,-4.231869
Jesus Christ Superstar,"Film version of the musical stage play, presenting the last few weeks of Christ's life told in an anachronistic manner.",0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,./data/posters/musical/jesus_christ_superstar.jpg,-2.2568016,-2.1784184,-2.1698194,-2.9912078,-1.7656236,-3.9287372,-1.7766933,-1.1144811,-3.3985832,-2.9133825,-6.076022,-2.8529415,-4.371626,-3.214632,-4.25574,-4.5977235,-3.4755063,-4.3008585,-1.0732713,-3.7493532,-5.170834,-4.519398,-5.227855,-4.1164646,-3.655299,-4.0020814,-4.1818595,-2.652128,-1.7393682,-2.24131,-0.41972414,-0.80517286,-3.8005338,-2.9108088,-3.2198129,-2.7093742,-1.0851707,-2.7847579,-4.7050977,-1.9097954,-2.4823306,-2.8712957,-1.6292701,-4.3503723,-4.613115,-2.097823,-3.9272401,-4.2369766
Space Jam,"In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan.",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,./data/posters/animation/space_jam.jpg,-1.3648145,-2.0333138,-1.6777216,-3.4085054,-0.34418967,-3.6317651,-2.4143884,-1.7241482,-2.7057579,-3.162205,-5.8401775,-3.8987024,-4.5063334,-5.7210326,-5.651735,-4.447978,-3.8039665,-3.5447621,-1.2384102,0.27074847,-4.345724,-4.5432673,-5.577416,-4.1144595,-3.4058967,-3.758117,-3.9854686,-2.809966,-1.7810485,-2.2741024,-0.44026133,-0.9298561,-3.7139125,-2.6859217,-3.1916678,-2.6835926,-0.86327,-3.0196652,-4.751248,-1.7545553,-2.5850532,-2.6290634,-1.5569607,-4.35579,-4.373037,-1.9165443,-3.8487148,-4.2507854
Mickey Mouse Funhouse,"Follows Funny, an enchanted talking playhouse who leads Mickey Mouse and his pals on imaginative adventures.",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,./data/posters/short/mickey_mouse_funhouse.jpg,-2.2418492,-1.2243223,-1.0588026,-4.1021123,-1.005888,-3.855275,-1.6991274,-2.3359787,-3.0335248,-2.331887,-6.0276365,-3.9890895,-3.6351502,-5.677304,-5.33229,-3.7501507,-4.0095153,-2.8100047,0.2372309,-3.839418,-4.2583137,-4.409013,-5.797784,-4.4144597,-3.456685,-3.6730466,-3.8088708,-2.9495437,-1.617108,-2.3910708,-0.44532487,-1.1468582,-3.5742652,-2.6463315,-3.3969793,-2.8389833,-0.86168903,-2.8997567,-4.6370344,-1.8836334,-2.6568787,-2.7235265,-1.4148599,-4.4087567,-4.3963723,-2.0809355,-3.976678,-4.2723317
Bloodsport,"""Bloodsport"" follows Frank Dux, an American martial artist serving in the military, who decides to leave the army to compete in a martial arts tournament in Hong Kong where fights to the death can occur.",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,./data/posters/biography/bloodsport.jpg,0.31786865,-1.3258626,-2.0989726,-2.7543786,-1.487359,-4.6836143,-3.4863715,-0.31754386,-2.9053586,-3.1228821,-6.455625,-2.3935134,-5.367726,-5.67262,-5.669027,-5.2184434,-3.2753403,-4.144686,-2.2423196,-0.24269849,-4.758096,-4.4386435,-4.15043,-3.4340441,-3.435029,-3.871554,-4.093611,-2.7236946,-1.8543943,-2.1531737,-0.51540625,-0.8037471,-3.8044314,-2.7306638,-3.030247,-2.701866,-0.82049143,-3.088929,-4.83384,-1.633752,-2.5391378,-2.674486,-1.6729598,-4.354434,-4.403934,-1.8099164,-3.8329904,-4.2065334
Bosch: Legacy,"Bosch embarks on the next chapter of his career and finds himself working with his one-time enemy, Honey Chandler.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/posters/crime/bosch__legacy.jpg,-1.6670492,-2.3155751,-2.5152812,-2.997105,-1.4996394,-2.740248,-1.5865434,-0.737911,-3.7381303,-2.5084846,-4.8540335,-3.0114794,-3.5856528,-5.8751,-5.665225,-3.2706575,-3.2411776,-2.820247,-0.42021728,-3.1945302,-4.265909,-3.490877,-4.9657116,-3.9534864,-3.48562,-3.9393046,-4.1596856,-2.6621091,-1.9069613,-2.1152315,-0.5407615,-0.706903,-3.8461242,-2.7925632,-3.011397,-2.6597233,-0.88767254,-3.0729015,-4.8533444,-1.6533154,-2.5271158,-2.744903,-1.7232367,-4.3817225,-4.485616,-1.8361446,-3.821034,-4.229672
The Strange One,"Students faced with an ethical dilemma about the dehumanization associated with the tradition of hazing, at a military college in the Southern United States, take matters in their own hands.",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/posters/film_noir/the_strange_one.jpg,-2.2971587,-2.7726305,-2.8528502,-3.6568167,-1.2389389,-3.3446603,-1.9295835,-0.7632595,-3.8541377,-2.3318856,-5.2096806,-3.640592,-2.875428,-5.870355,-5.812326,-3.116177,-3.2320154,-2.648646,-0.29205677,-3.7459233,-4.552269,-3.5053096,-5.330384,-4.4073625,-3.5265164,-3.8295205,-3.967257,-2.81268,-1.7211164,-2.2467296,-0.54228264,-0.8979021,-3.6802146,-2.706673,-3.1749415,-2.8311145,-0.83617884,-2.8814712,-4.683732,-1.7368356,-2.4774,-2.7174232,-1.6047016,-4.4500732,-4.443712,-1.9212567,-3.9407198,-4.247447
Better Call Saul presents: Slippin' Jimmy,"Before Saul Goodman, criminal lawyer, or Jimmy McGill, a lawyer you can trust, there was Slippin' Jimmy. He's a sly young slickster trying to make it through Catholic school without landing himself and his best pal Marco in detention again",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,./data/posters/short/better_call_saul_presents__slippin__jimmy.jpg,-2.332732,-2.3524232,-1.8503869,-3.466962,-0.1942752,-2.9504693,-2.3542914,-1.3223395,-3.0247555,-2.827719,-5.2403164,-3.8065393,-4.096844,-5.668518,-5.193435,-3.7640536,-3.2525017,-3.6880648,-0.20236534,-2.7919352,-4.59009,-4.2719,-5.558161,-4.014857,-3.4727907,-3.8406935,-4.0148826,-2.757097,-1.7487568,-2.209175,-0.41973504,-0.9232541,-3.7309275,-2.7425244,-3.1361096,-2.7481692,-0.8799411,-2.9556403,-4.7320666,-1.7515855,-2.5411086,-2.710833,-1.5552762,-4.3458133,-4.4203024,-1.933964,-3.877562,-4.157036
Beetlejuice,"The spirits of a deceased couple are harassed by an unbearable family that has moved into their home, and hire a malicious spirit to drive them out.",0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,./data/posters/comedy/beetlejuice.jpg,-1.8770258,-2.1013162,-1.9171108,-4.0369043,-0.79740334,-3.5604875,-2.2626839,-1.3789423,-3.1947048,-1.6600766,-5.4351306,-3.8238833,-2.7519038,-5.699205,-5.33998,-3.1522427,-3.044794,-2.670467,0.0809817,-3.9191978,-3.9245808,-3.678975,-5.3261533,-4.3987856,-3.4962296,-3.8730576,-4.075539,-2.7141037,-1.8389342,-2.202676,-0.54733956,-0.7493637,-3.7722964,-2.6990273,-3.0353827,-2.6877038,-0.80234635,-3.024719,-4.7907243,-1.6227945,-2.471376,-2.6918185,-1.6755458,-4.40357,-4.4372954,-1.8258864,-3.8329275,-4.237075
The Maltese Falcon,"San Francisco private detective Sam Spade takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette, with the stakes rising after his partner is murdered.",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,./data/posters/film_noir/the_maltese_falcon.jpg,-0.9976309,-2.32452,-2.7859683,-3.3322024,-1.3411276,-0.46956035,-2.9875844,-0.023259206,-3.9942992,-2.3632426,-4.4315853,-3.4406338,-3.392553,-6.5193667,-6.0491815,-1.8314378,-3.5094633,-2.866627,-1.2089424,-3.7393878,-3.4541748,-2.482724,-4.937519,-4.2977414,-3.541089,-3.8483562,-3.9929771,-2.8034213,-1.7330403,-2.2441137,-0.5563093,-0.8734009,-3.6975474,-2.734981,-3.1838143,-2.8320067,-0.8674781,-2.878412,-4.6955857,-1.752238,-2.470772,-2.7354047,-1.6229612,-4.4472823,-4.468799,-1.9358988,-3.9485204,-4.2614293
Up in Smoke,"Two stoners unknowingly smuggle a van - made entirely of marijuana - from Mexico to L.A., with incompetent Sgt. Stedenko on their trail.",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,./data/posters/music/up_in_smoke.jpg,-2.3112128,-2.3252954,-1.9182234,-3.9822433,0.20439313,-3.3940353,-2.0551,-2.7075326,-3.2842846,-2.984325,-6.068799,-4.0288377,-3.4878578,-4.2932353,-4.7718377,-4.456072,-3.6622114,-3.616415,-0.03168275,-3.7419388,-4.2745514,-4.5666084,-6.1080575,-4.0681005,-3.5849214,-3.9263825,-4.104705,-2.7036443,-1.7675586,-2.1948743,-0.48270068,-0.79724354,-3.7569697,-2.7704506,-3.0610561,-2.738316,-0.89854085,-2.931882,-4.7479095,-1.7276658,-2.4461658,-2.7616382,-1.6396143,-4.3467245,-4.48597,-1.9188117,-3.8821905,-4.2270107
Nick and Norah's Infinite Playlist,"High school student Nick O'Leary, member of the Queercore band The Jerk Offs, meets college-bound Norah Silverberg when she asks him to be her boyfriend for five minutes.",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,./data/posters/music/nick_and_norah_s_infinite_playlist.jpg,-2.2878082,-2.8035805,-2.6080346,-3.500092,-0.046429135,-4.5221753,-2.8899117,-0.830964,-3.1081543,-2.9371088,-6.2171235,-4.251335,-4.283893,-4.68043,-5.194903,-4.6649294,-2.584142,-3.9312358,-0.9854397,-2.1856418,-4.9599867,-4.733206,-5.6635385,-4.4837008,-3.5846982,-3.9187381,-4.078935,-2.7467017,-1.723729,-2.2268016,-0.39502278,-0.8916438,-3.7540283,-2.7839274,-3.156332,-2.7647774,-0.9390929,-2.851722,-4.6882954,-1.7972562,-2.4876866,-2.7652235,-1.5706009,-4.370604,-4.4936523,-1.9913805,-3.935829,-4.2261376
It Chapter Two,"Twenty-seven years after their first encounter with the terrifying Pennywise, the Losers Club have grown up and moved away, until a devastating phone call brings them back.",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,./data/posters/fantasy/it_chapter_two.jpg,-1.9711097,-2.2615602,-2.214166,-4.054337,-1.1500345,-3.3145156,-2.019112,-1.4800751,-3.6047463,-2.0360289,-5.3025427,-3.9335833,-2.8477051,-6.1121626,-5.7510047,-2.9655893,-3.4555178,-2.556077,-0.022347895,-4.045259,-4.1342096,-3.4687338,-5.309835,-4.4533215,-3.4629831,-3.8821697,-4.101987,-2.6650295,-1.8671547,-2.1548388,-0.54152656,-0.7157444,-3.788339,-2.729734,-2.9965684,-2.6554923,-0.8392662,-3.0255466,-4.7971597,-1.6240482,-2.465967,-2.6825778,-1.6953086,-4.3578258,-4.4291635,-1.8118451,-3.7987044,-4.20551
We Are Your Friends,"Caught between a forbidden romance and the expectations of his friends, aspiring DJ Cole Carter attempts to find the path in life that leads to fame and fortune.",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,./data/posters/music/we_are_your_friends.jpg,-1.8345866,-2.0166616,-2.5436087,-3.0808094,-1.152846,-4.177836,-2.5666738,0.038420115,-3.2262728,-2.1105382,-5.7945266,-2.6972675,-4.2892914,-5.4244027,-5.2013483,-4.1165767,-2.1703675,-3.522059,-0.85435003,-3.2312183,-4.700966,-4.287021,-4.9269824,-4.2853518,-3.5439534,-3.9261174,-4.115165,-2.6823812,-1.807125,-2.17743,-0.5284875,-0.73765624,-3.7858071,-2.775414,-3.0512748,-2.7180793,-0.89960814,-2.948705,-4.7654676,-1.7028024,-2.4468365,-2.7362545,-1.6796035,-4.3635945,-4.487683,-1.8899544,-3.8655868,-4.2386136
City of God,"In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/posters/crime/city_of_god.jpg,-1.8233638,-2.2170768,-2.656818,-3.1680312,-1.6345668,-2.9725163,-1.4812901,-1.1611695,-3.9424555,-3.0389707,-5.0005484,-3.1478977,-3.642112,-6.0358305,-5.801458,-3.5388048,-3.4831994,-2.8873708,-0.44833565,-3.3711696,-4.4808817,-3.5457504,-4.9961047,-3.4222636,-3.5092983,-3.945604,-4.154285,-2.672256,-1.8826594,-2.1053185,-0.5743637,-0.68732375,-3.8460164,-2.7894053,-2.9837768,-2.6912715,-0.87464154,-3.056894,-4.85045,-1.6482697,-2.5034473,-2.731175,-1.7316955,-4.3788385,-4.4839973,-1.8242269,-3.8457599,-4.2186193
Vikings: The Viking Sagas,"Viking Ragnar Lothbrok is a young farmer and family man who is frustrated by the policies of Earl Haraldson, his local chieftain who sends his Viking raiders east to the Baltic states and Russia, whose residents are as poor as the Norsemen. Ragnar wants to head west, across the ocean, to discover new civilizations. With assistance from his friend Floki, Ragnar builds ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,./data/posters/short/vikings__the_viking_sagas.jpg,-1.7841436,-1.618246,-2.1679723,-3.432341,-1.9346908,-4.046447,-1.1902578,-1.4502867,-3.741032,-2.5344615,-5.8551874,-2.5505822,-3.8388004,-5.56555,-5.6697373,-3.9753342,-3.7152576,-3.1029515,-0.47655043,-3.6585858,-4.712018,-4.051526,-4.766541,-4.2310033,-3.492426,-3.8210008,-3.9815264,-2.7946472,-1.7457037,-2.2696087,-0.5027858,-0.8965998,-3.6962163,-2.7290142,-3.2216952,-2.7624445,-0.8869374,-2.902386,-4.7049575,-1.780178,-2.4891796,-2.7316058,-1.5952793,-4.4226394,-4.4478726,-1.9597934,-3.8954697,-4.2334247
